Date,Tavg,Tmin,Tmax
2016-02-06,44.81663549349167,43.14491995778949,47.04851036784089
2016-02-07,44.18572153488458,40.464143217682135,47.40093687654619
2016-02-08,46.61754412870564,43.05334210027517,51.6279680817078
2016-02-09,48.39447599372303,42.95671909162136,55.47396972485374
2016-02-10,49.5799553005582,48.034771475760365,52.80644950977813
2016-02-11,48.729756802980084,46.890621997368,50.38685861524057
2016-02-12,50.626299973543745,47.3609113319396,53.513707388912124
2016-02-13,46.180445069897424,45.149942958749534,48.50254512439359
2016-02-14,48.71141944450272,46.12460888594344,51.64185206607813
2016-02-15,50.136622557764404,49.632081527970776,51.381151923066604
2016-02-16,49.11918509539453,46.09533640052657,52.110436231437575
2016-02-17,49.98600741248902,47.3769986574895,55.039047108454284
2016-02-18,46.993355502200195,45.365410381180524,49.2769693652186
2016-02-19,46.05143998677813,43.61397243799197,49.15608741399446
2016-02-20,44.57826310881456,42.01447847701731,48.6504340035619
2016-02-21,43.01386703586348,39.089799600613254,47.50146375702697
2016-02-22,43.16649747528076,39.89172369024949,46.939471596853096
2016-02-23,45.63789041121844,38.770255567121374,54.29206840339405
2016-02-24,48.16113069156396,44.31072220527632,53.86432867466134
2016-02-25,47.8467960695115,43.74162916879785,53.464748707179226
2016-02-26,49.0384458473273,45.71063172775433,54.36806738448429
2016-02-27,48.901365098921296,46.87875629912045,52.353790657602005
2016-02-28,47.55164785892483,45.24974848773875,50.23105766573762
2016-02-29,46.280791155608576,43.87925251264245,49.369493074102294
2016-03-01,47.26558188687014,44.79030788704404,51.84546208368604
2016-03-02,48.47875589357054,46.54719357622497,51.16747038758359
2016-03-03,50.261873416951566,47.547467218953344,54.30453524650973
2016-03-04,49.1170353814175,46.97289191824806,52.798684185173514
2016-03-05,52.0754548921129,47.42679923327562,57.37903972298108
2016-03-06,49.018548907546254,46.24605226469551,53.44706011310452
2016-03-07,45.695059003519454,43.20433683582528,48.854721008748584
2016-03-08,45.03737197387216,42.01585940939272,48.96485471753861
2016-03-09,46.381748186396415,43.43403336416384,50.43969438337988
2016-03-10,49.362042879823065,45.881090803959104,52.44352487531039
2016-03-11,46.82841610238936,42.84673221243522,52.43737330536773
2016-03-12,45.93777426138788,43.750999642428084,47.629662116510474
2016-03-13,44.33971315856061,42.00548289671864,48.469855813034975
2016-03-14,44.08871119612929,41.950005549076096,47.475233367809416
2016-03-15,43.91842915397613,41.13417760507956,48.064310695963194
2016-03-16,45.02287046266587,42.28644048548723,48.99688680192192
2016-03-17,45.94431278072773,40.57150401110647,51.85334149448012
2016-03-18,48.99089022319189,42.45493475426228,56.21757088240192
2016-03-19,50.76573783239086,46.54562174016063,56.729009960451506
2016-03-20,50.73418008591924,49.088227251651006,52.19768468599199
2016-03-21,48.65018977813378,46.760302085809634,51.41217531986187
2016-03-22,48.15313609163803,45.07239916932576,52.37355144069759
2016-03-23,48.02439396622532,46.455764921673946,50.05706502615309
2016-03-24,46.6631313511773,44.41520390224956,49.0358368409956
2016-03-25,46.81861203184538,43.45417169813211,51.671071038382514
2016-03-26,48.80517660110045,43.955369331312895,54.5937356665376
2016-03-27,47.335399351034226,43.43988115210497,50.478607606421875
2016-03-28,46.48540162778545,41.66684074202336,51.82536507159274
2016-03-29,49.70089342756307,43.33981569400328,56.52205849103709
2016-03-30,52.49285830224128,45.06070500254958,59.24009529411959
2016-03-31,54.79771473544968,46.53397734581746,63.894381541671365
2016-04-01,55.448703537454286,49.88671122335147,61.17431249148897
2016-04-02,52.951331966493505,49.35767777359462,57.384869618601364
2016-04-03,54.18217370434545,48.224394907792586,61.72536957540592
2016-04-04,50.61620573200147,47.83179896156939,53.11510704047409
2016-04-05,49.258541993241714,45.7637102481684,53.34501300871743
2016-04-06,52.0884484996452,46.93404450541217,59.71936492278004
2016-04-07,56.5217945728702,50.02434125661588,67.34754854864147
2016-04-08,57.37021604842641,52.73335761802865,63.60579030329279
2016-04-09,54.68922355709872,49.40328807961398,61.39601412778027
2016-04-10,51.53801651524406,47.38081994017752,55.80532663298042
2016-04-11,50.87521021132321,48.29245977309123,54.46065636618349
2016-04-12,49.974942366033964,47.418217838472366,53.67664410830415
2016-04-13,49.62528719770955,45.525365761057174,53.550627257341986
2016-04-14,49.296349204254795,44.86914246867401,53.6824066624673
2016-04-15,50.938049380059304,46.80168436036729,55.32365601144018
2016-04-16,52.63908804993465,46.190399936144914,59.44196896035163
2016-04-17,56.268807624421044,49.14062799576517,64.37624036498218
2016-04-18,62.444768233738735,52.53776903180418,76.39020610164903
2016-04-19,61.814179809547966,55.48157561871447,68.78986048321339
2016-04-20,62.34649961161248,54.023109705573084,71.65500897131685
2016-04-21,59.66765387393985,53.83646632014635,67.11468912408019
2016-04-22,55.986612772644094,53.7461174345623,59.73617762099607
2016-04-23,55.23465414545544,52.300889698329414,59.122014298435104
2016-04-24,50.15623924268494,48.04468322746044,52.40983507533362
2016-04-25,50.1282946690526,46.12032554028714,55.08867519995383
2016-04-26,50.78048069628422,45.66741320123784,56.102988729653234
2016-04-27,52.51382149572402,49.326857240191984,56.87079743693647
2016-04-28,53.896081918404484,49.84742704741077,58.8052246221003
2016-04-29,52.913756977674836,49.811970205392655,56.89169673119229
2016-04-30,54.458245020757595,48.972607197856824,59.89867714993494
2016-05-01,58.49974504636324,51.2898493184634,66.13000188060224
2016-05-02,64.7025968207694,53.352522672757516,78.32050680048869
2016-05-03,60.579552286525235,56.1462680596767,65.01792124795415
2016-05-04,54.21114604781227,52.848880158258964,55.58849083303746
2016-05-05,56.50304510965638,52.46169346869876,61.066310964791704
2016-05-06,61.050486908602984,53.67268178033468,68.22109720462662
2016-05-07,62.076156523036595,53.68448890131498,69.75595116668691
2016-05-08,55.087872362687165,52.67856138724328,59.0852503267205
2016-05-09,55.3553213753574,49.324892946869554,61.63156303910123
2016-05-10,58.403098810746805,50.272540095501576,65.42146690617638
2016-05-11,60.876324167933596,52.69514203194429,70.48890113150365
2016-05-12,60.4144309811986,53.95845429419883,69.22007075559677
2016-05-13,62.49199422721091,54.65911398430959,71.23650699027651
2016-05-14,59.43914529144889,54.74774925245947,63.8469678358101
2016-05-15,54.99064762973129,53.41830882462675,57.09914182061391
2016-05-16,55.27721619890971,53.616292392235685,57.08546314574456
2016-05-17,57.69269438737168,52.45764354200388,62.51965365778195
2016-05-18,56.213327531529025,51.88222686864283,60.08943620706359
2016-05-19,52.53813336802983,49.51912218006238,56.2251404579124
2016-05-20,54.848054478400634,50.42753032732278,60.111997704559386
2016-05-21,54.820131496218835,53.27776535543195,56.23940699286244
